,url,code,提出者種別,上場区分,連結の有無,資本金,決算日,name,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
0,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146526205&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00004&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00004,内国法人・組合,上場,有,1491.0,5月31日,カネコ種苗株式会社,"KANEKO SEEDS CO., LTD.",カネコシュビョウカブシキガイシャ,前橋市古市町一丁目５０番地１２,水産・農林業,13760.0,5070001000715.0
1,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146533053&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00006&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00006,内国法人・組合,上場,有,13500.0,5月31日,株式会社　サカタのタネ,SAKATA SEED CORPORATION,カブシキガイシャ　サカタノタネ,横浜市都筑区仲町台２－７－１,水産・農林業,13770.0,6020001008662.0
2,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146539810&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00007&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00007,内国法人・組合,非上場,有,1605.0,3月31日,株式会社雪国まいたけ,"YUKIGUNI MAITAKE CO.,LTD",カブシキガイシャユキグニマイタケ,南魚沼市余川８９番地,水産・農林業,,3010001165796.0
3,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146546461&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00008&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00008,内国法人・組合,上場,有,5500.0,3月31日,ホクト株式会社,HOKUTO CORPORATION,ホクトカブシキガイシャ,長野市南堀１３８番地１,水産・農林業,13790.0,6100001003151.0
4,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146553514&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00009&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00009,内国法人・組合,上場,有,452.0,6月30日,株式会社アクシーズ,"AXYZ Co., Ltd",カブシキガイシャアクシーズ,鹿児島市草牟田二丁目１番８号,水産・農林業,13810.0,5340001000258.0
5,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146560263&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00010&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00010,内国法人・組合,上場,有,421.0,6月30日,株式会社ホーブ,"HOB Co.,Ltd.",カブシキガイシャホーブ,上川郡東神楽町１４号北１番地,水産・農林業,13820.0,9450001002677.0
6,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146567004&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00011&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00011,内国法人・組合,上場,有,32750.0,3月31日,住友林業株式会社,"Sumitomo Forestry Co.,Ltd.",スミトモリンギョウカブシキガイシャ,千代田区大手町一丁目３番２号,建設業,19110.0,4010001090011.0
7,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146573770&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00012&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00012,内国法人・組合,上場,有,5664.0,3月31日,株式会社　極洋,"KYOKUYO CO., LTD.",カブシキガイシャ　キョクヨウ,港区赤坂三丁目３番５号,水産・農林業,13010.0,1010401033225.0
8,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146580544&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00013&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00013,内国法人・組合,非上場,無,12224.0,3月31日,株式会社マルハニチロ食品,"Maruha Nichiro Foods,Inc.",カブシキガイシャマルハニチロショクヒン,江東区豊洲三丁目２番２０号,水産・農林業,,
9,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146587292&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00014&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00014,内国法人・組合,上場,有,30685.0,3月31日,日本水産株式会社,"Nippon Suisan Kaisha, Ltd.",ニッポンスイサンカブシキガイシャ,港区西新橋一丁目３番１号,水産・農林業,13320.0,1010001016860.0
10,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146594329&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00015&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00015,内国法人・組合,上場,有,20000.0,3月31日,マルハニチロ株式会社,,マルハニチロカブシキガイシャ,江東区豊洲三丁目２番２０号,水産・農林業,13330.0,2010601040697.0
11,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146601193&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00017&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00017,内国法人・組合,上場,有,2485.0,3月31日,株式会社ホウスイ,HOHSUI  CORPORATION,カブシキガイシャホウスイ,江東区豊洲六丁目６番３号,卸売業,13520.0,9010001034921.0
12,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146607918&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00020&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00020,内国法人・組合,非上場,有,31000.0,3月31日,株式会社マルハニチロホールディングス,"Maruha Nichiro Holdings, Inc.",カブシキガイシャマルハニチロホールディングス,江東区豊洲三丁目２番２０号,水産・農林業,,
13,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146614675&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00021&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00021,内国法人・組合,上場,有,119457.0,3月31日,三菱マテリアル株式会社,MITSUBISHI MATERIALS CORPORATION,ミツビシマテリアルカブシキガイシャ,千代田区大手町一丁目３番２号,非鉄金属,57110.0,6010001023786.0
14,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146621502&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00023&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00023,内国法人・組合,上場,有,93242.0,3月31日,住友金属鉱山株式会社,"Sumitomo Metal Mining Co., Ltd.",スミトモキンゾクコウザンカブシキカイシャ,港区新橋５丁目１１番３号,非鉄金属,57130.0,9010401015273.0
15,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146628248&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00024&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00024,内国法人・組合,上場,有,42129.0,3月31日,三井金属鉱業株式会社,"Mitsui Mining and Smelting Company, Limited",ミツイキンゾクコウギョウカブシキガイシャ,品川区大崎一丁目１１番１号,非鉄金属,57060.0,7010701011370.0
16,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146635019&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00026&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00026,内国法人・組合,上場,有,1018.0,3月31日,日本精鉱株式会社,"NIHON SEIKO CO.,LTD.",ニホンセイコウカブシキガイシャ,新宿区下宮比町３－２,非鉄金属,57290.0,2011101016386.0
17,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146641787&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00027&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00027,内国法人・組合,上場,有,12782.0,3月31日,中外鉱業株式会社,"Chugai Mining Co.,Ltd.",チュウガイコウギョウカブシキガイシャ,千代田区丸の内２丁目４番１号,非鉄金属,14910.0,7010001008720.0
18,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146648526&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00028&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00028,内国法人・組合,上場,有,36437.0,3月31日,ＤＯＷＡホールディングス株式会社,"DOWA HOLDINGS CO.,LTD.",ドウワホールディングスカブシキガイシャ,千代田区外神田四丁目１４番１号,非鉄金属,57140.0,1010001008750.0
19,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146655925&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00030&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00030,内国法人・組合,上場,有,7000.0,3月31日,日本コークス工業株式会社,"NIPPON COKE & ENGINEERING CO., LTD.",ニホンコークスコウギョウカブシキガイシャ,江東区豊洲三丁目３番３号,石油・石炭製品,33150.0,5010601029770.0
20,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146662724&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00031&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00031,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100.0,,住石マテリアルズ株式会社,,スミセキマテリアルズカブシキガイシャ,港区新橋六丁目１６番１２号,内国法人・組合（有価証券報告書等の提出義務者以外）,,6010401058275.0
21,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146670424&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00032&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00032,内国法人・組合,上場,有,28208.0,3月31日,古河機械金属株式会社,"FURUKAWA CO.,LTD.",フルカワキカイキンゾクカブシキガイシャ,千代田区丸の内二丁目２番３号,非鉄金属,57150.0,7010001008803.0
22,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146679539&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00033&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00033,内国法人・組合,上場,有,2141.0,3月31日,常磐興産株式会社,"Joban Kosan Co.,Ltd.",ジョウバンコウサンカブシキガイシャ,いわき市常磐藤原町蕨平５０番地,サービス業,96750.0,9380001014473.0
23,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146686338&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00034&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00034,内国法人・組合,上場,有,3782.0,3月31日,太平洋興発株式会社,TAIHEIYO KOUHATSU INCORPORATED,タイヘイヨウコウハツカブシキガイシャ,台東区元浅草二丁目６番７号,卸売業,88350.0,8010501031238.0
24,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146693080&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00035&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00035,内国法人・組合,上場,有,1100.0,3月31日,株式会社ニッチツ,"NITCHITSU CO.,LTD.",カブシキガイシャニッチツ,港区赤坂一丁目１１番３０号,機械,70210.0,4010401054508.0
25,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146699861&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00036&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00036,内国法人・組合,上場,有,4176.0,3月31日,日鉄鉱業株式会社,"Nittetsu Mining CO.,Ltd.",ニッテツコウギョウカブシキガイシャ,千代田区丸の内二丁目３番２号,鉱業,15150.0,5010001008730.0
26,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146706840&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00037&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00037,内国法人・組合,上場,有,8571.0,3月31日,三井松島ホールディングス株式会社,"MITSUI MATSUSHIMA HOLDINGS CO.,LTD.",ミツイマツシマホールディングスカブシキガイシャ,福岡市中央区大手門一丁目１番１２号,鉱業,15180.0,5290001010634.0
27,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146713631&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00040&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00040,内国法人・組合,非上場,有,7902.0,12月31日,関東天然瓦斯開発株式会社,"Kanto Natural Gas Development. Co., Ltd.",カントウテンネンガスカイハツカブシキガイシャ,茂原市茂原６６１番地,鉱業,,7010001034774.0
28,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146720335&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00041&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00041,内国法人・組合,上場,有,14288.0,3月31日,石油資源開発株式会社,"Japan Petroleum Exploration Co., Ltd.",セキユシゲンカイハツカブシキガイシャ,千代田区丸の内一丁目７番１２号,鉱業,16620.0,3010001108219.0
29,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146727088&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00043&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00043,内国法人・組合,上場,有,290809.0,3月31日,国際石油開発帝石株式会社,INPEX CORPORATION,コクサイセキユカイハツテイセキカブシキガイシャ,港区赤坂五丁目３番１号,鉱業,16050.0,7010401078520.0
30,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146733839&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00045&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00045,内国法人・組合,非上場,無,68.0,3月31日,大室温泉株式会社,"Omuro spa Co. , Ltd",オオムロオンセンカブシキガイシャ,伊東市富戸字先原１３１７番４５６２,鉱業,,6080101013425.0
31,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146740538&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00048&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00048,内国法人・組合,上場,有,161699.0,3月31日,大和ハウス工業株式会社,"DAIWA HOUSE INDUSTRY CO., LTD.",ダイワハウスコウギョウカブシキガイシャ,大阪市北区梅田三丁目３番５号,建設業,19250.0,6120001059662.0
32,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146747378&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00049&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00049,内国法人・組合,上場,有,15324.0,3月31日,株式会社ＮＩＰＰＯ,NIPPO CORPORATION,カブシキガイシャニッポ,中央区京橋一丁目１９番１１号,建設業,18810.0,9010001034987.0
33,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146754434&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00050&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00050,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10000.0,,日本コムシス株式会社,,ニッポンコムシスカブシキガイシャ,品川区東五反田２丁目１７番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,4010701022825.0
34,https://disclosure.edinet-fsa.go.jp/E01EW/BLMainController.jsp?uji.verb=W1E63020CXW1E6A020DSPSch&uji.bean=ee.bean.parent.EECommonSearchBean&PID=W1E63020&TID=W1E63021&SESSIONKEY=1546146762843&lgKbn=2&pkbn=0&skbn=0&dskb=&dflg=0&iflg=0&preId=1&row=100&idx=0&syoruiKanriNo=&sec=E00051&scc=&shb=&snm=&spf1=1&spf2=1&iec=&icc=&inm=&spf3=1&fdc=&fnm=&spf4=1&spf5=1&cal=1&era=H&yer=&mon=&psr=1&pfs=4,E00051,内国法人・組合,上場,有,28463.0,3月31日,前田建設工業株式会社,MAEDA CORPORATION,マエダケンセツコウギョウカブシキガイシャ,千代田区富士見二丁目１０番２号,建設業,18240.0,4010001008789.0
